x,y,Az,Bx,By
0,0,0.000000,0.000000,0.000000
0,1,0.000000,0.000000,0.000000
0,2,0.000000,0.000000,0.000000
0,3,0.000000,0.000000,0.000000
0,4,0.000000,0.000000,0.000000
0,5,0.000000,0.000000,0.000000
0,6,0.000000,0.000000,0.000000
0,7,0.000000,0.000000,0.000000
0,8,0.000000,0.000000,0.000000
0,9,0.000000,0.000000,0.000000
0,10,0.000000,0.000000,0.000000
0,11,0.000000,0.000000,0.000000
0,12,0.000000,0.000000,0.000000
0,13,0.000000,0.000000,0.000000
0,14,0.000000,0.000000,0.000000
0,15,0.000000,0.000000,0.000000
0,16,0.000000,0.000000,0.000000
0,17,0.000000,0.000000,0.000000
0,18,0.000000,0.000000,0.000000
0,19,0.000000,0.000000,0.000000
0,20,0.000000,0.000000,0.000000
0,21,0.000000,0.000000,0.000000
0,22,0.000000,0.000000,0.000000
0,23,0.000000,0.000000,0.000000
0,24,0.000000,0.000000,0.000000
0,25,0.000000,0.000000,0.000000
0,26,0.000000,0.000000,0.000000
0,27,0.000000,0.000000,0.000000
0,28,0.000000,0.000000,0.000000
0,29,0.000000,0.000000,0.000000
0,30,0.000000,0.000000,0.000000
0,31,0.000000,0.000000,0.000000
0,32,0.000000,0.000000,0.000000
0,33,0.000000,0.000000,0.000000
0,34,0.000000,0.000000,0.000000
0,35,0.000000,0.000000,0.000000
0,36,0.000000,0.000000,0.000000
0,37,0.000000,0.000000,0.000000
0,38,0.000000,0.000000,0.000000
0,39,0.000000,0.000000,0.000000
0,40,0.000000,0.000000,0.000000
0,41,0.000000,0.000000,0.000000
0,42,0.000000,0.000000,0.000000
0,43,0.000000,0.000000,0.000000
0,44,0.000000,0.000000,0.000000
0,45,0.000000,0.000000,0.000000
0,46,0.000000,0.000000,0.000000
0,47,0.000000,0.000000,0.000000
0,48,0.000000,0.000000,0.000000
0,49,0.000000,0.000000,0.000000
0,50,0.000000,0.000000,0.000000
0,51,0.000000,0.000000,0.000000
0,52,0.000000,0.000000,0.000000
0,53,0.000000,0.000000,0.000000
0,54,0.000000,0.000000,0.000000
0,55,0.000000,0.000000,0.000000
0,56,0.000000,0.000000,0.000000
0,57,0.000000,0.000000,0.000000
0,58,0.000000,0.000000,0.000000
0,59,0.000000,0.000000,0.000000
0,60,0.000000,0.000000,0.000000
0,61,0.000000,0.000000,0.000000
0,62,0.000000,0.000000,0.000000
0,63,0.000000,0.000000,0.000000
0,64,0.000000,0.000000,0.000000
0,65,0.000000,0.000000,0.000000
0,66,0.000000,0.000000,0.000000
0,67,0.000000,0.000000,0.000000
0,68,0.000000,0.000000,0.000000
0,69,0.000000,0.000000,0.000000
0,70,0.000000,0.000000,0.000000
0,71,0.000000,0.000000,0.000000
0,72,0.000000,0.000000,0.000000
0,73,0.000000,0.000000,0.000000
0,74,0.000000,0.000000,0.000000
0,75,0.000000,0.000000,0.000000
0,76,0.000000,0.000000,0.000000
0,77,0.000000,0.000000,0.000000
0,78,0.000000,0.000000,0.000000
0,79,0.000000,0.000000,0.000000
0,80,0.000000,0.000000,0.000000
0,81,0.000000,0.000000,0.000000
0,82,0.000000,0.000000,0.000000
0,83,0.000000,0.000000,0.000000
0,84,0.000000,0.000000,0.000000
0,85,0.000000,0.000000,0.000000
0,86,0.000000,0.000000,0.000000
0,87,0.000000,0.000000,0.000000
0,88,0.000000,0.000000,0.000000
0,89,0.000000,0.000000,0.000000
0,90,0.000000,0.000000,0.000000
0,91,0.000000,0.000000,0.000000
0,92,0.000000,0.000000,0.000000
0,93,0.000000,0.000000,0.000000
0,94,0.000000,0.000000,0.000000
0,95,0.000000,0.000000,0.000000
0,96,0.000000,0.000000,0.000000
0,97,0.000000,0.000000,0.000000
0,98,0.000000,0.000000,0.000000
0,99,0.000000,0.000000,0.000000
1,0,0.000000,0.000000,-0.000000
1,1,0.000106,0.000106,-0.000106
1,2,0.000212,0.000106,-0.000212
1,3,0.000319,0.000106,-0.000319
1,4,0.000425,0.000106,-0.000425
1,5,0.000531,0.000106,-0.000531
1,6,0.000637,0.000106,-0.000637
1,7,0.000743,0.000106,-0.000743
1,8,0.000850,0.000106,-0.000850
1,9,0.000956,0.000106,-0.000956
1,10,0.001062,0.000106,-0.001062
1,11,0.001168,0.000106,-0.001168
1,12,0.001274,0.000106,-0.001274
1,13,0.001379,0.000106,-0.001380
1,14,0.001485,0.000105,-0.001485
1,15,0.001590,0.000105,-0.001591
1,16,0.001695,0.000105,-0.001696
1,17,0.001800,0.000104,-0.001800
1,18,0.001904,0.000104,-0.001904
1,19,0.002008,0.000103,-0.002008
1,20,0.002111,0.000103,-0.002111
1,21,0.002213,0.000102,-0.002213
1,22,0.002314,0.000101,-0.002315
1,23,0.002415,0.000100,-0.002415
1,24,0.002514,0.000099,-0.002515
1,25,0.002612,0.000097,-0.002613
1,26,0.002708,0.000096,-0.002709
1,27,0.002803,0.000094,-0.002804
1,28,0.002896,0.000092,-0.002897
1,29,0.002987,0.000090,-0.002988
1,30,0.003075,0.000087,-0.003077
1,31,0.003162,0.000085,-0.003163
1,32,0.003245,0.000082,-0.003247
1,33,0.003326,0.000079,-0.003328
1,34,0.003404,0.000076,-0.003405
1,35,0.003478,0.000073,-0.003480
1,36,0.003549,0.000069,-0.003551
1,37,0.003616,0.000065,-0.003618
1,38,0.003679,0.000061,-0.003681
1,39,0.003738,0.000057,-0.003740
1,40,0.003792,0.000052,-0.003795
1,41,0.003842,0.000048,-0.003845
1,42,0.003887,0.000043,-0.003890
1,43,0.003928,0.000038,-0.003930
1,44,0.003963,0.000032,-0.003965
1,45,0.003992,0.000027,-0.003995
1,46,0.004017,0.000022,-0.004020
1,47,0.004036,0.000016,-0.004039
1,48,0.004049,0.000011,-0.004052
1,49,0.004057,0.000005,-0.004060
1,50,0.004059,-0.000001,-0.004062
1,51,0.004055,-0.000006,-0.004058
1,52,0.004046,-0.000012,-0.004049
1,53,0.004031,-0.000018,-0.004034
1,54,0.004010,-0.000023,-0.004013
1,55,0.003984,-0.000029,-0.003987
1,56,0.003953,-0.000034,-0.003955
1,57,0.003916,-0.000039,-0.003919
1,58,0.003874,-0.000044,-0.003877
1,59,0.003827,-0.000049,-0.003830
1,60,0.003776,-0.000054,-0.003778
1,61,0.003720,-0.000058,-0.003722
1,62,0.003659,-0.000063,-0.003661
1,63,0.003594,-0.000067,-0.003596
1,64,0.003525,-0.000071,-0.003527
1,65,0.003453,-0.000074,-0.003454
1,66,0.003376,-0.000078,-0.003378
1,67,0.003297,-0.000081,-0.003298
1,68,0.003214,-0.000084,-0.003216
1,69,0.003129,-0.000087,-0.003130
1,70,0.003040,-0.000089,-0.003042
1,71,0.002950,-0.000092,-0.002951
1,72,0.002857,-0.000094,-0.002858
1,73,0.002762,-0.000096,-0.002763
1,74,0.002665,-0.000098,-0.002666
1,75,0.002567,-0.000099,-0.002567
1,76,0.002467,-0.000101,-0.002467
1,77,0.002365,-0.000102,-0.002366
1,78,0.002263,-0.000103,-0.002263
1,79,0.002159,-0.000104,-0.002160
1,80,0.002055,-0.000105,-0.002055
1,81,0.001949,-0.000106,-0.001950
1,82,0.001843,-0.000106,-0.001844
1,83,0.001737,-0.000107,-0.001737
1,84,0.001630,-0.000107,-0.001630
1,85,0.001522,-0.000108,-0.001523
1,86,0.001415,-0.000108,-0.001415
1,87,0.001306,-0.000108,-0.001307
1,88,0.001198,-0.000108,-0.001198
1,89,0.001089,-0.000109,-0.001090
1,90,0.000981,-0.000109,-0.000981
1,91,0.000872,-0.000109,-0.000872
1,92,0.000763,-0.000109,-0.000763
1,93,0.000654,-0.000109,-0.000654
1,94,0.000545,-0.000109,-0.000545
1,95,0.000436,-0.000109,-0.000436
1,96,0.000327,-0.000109,-0.000327
1,97,0.000218,-0.000109,-0.000218
1,98,0.000109,-0.000109,-0.000109
1,99,0.000000,0.000000,-0.000000
2,0,0.000000,0.000000,-0.000000
2,1,0.000212,0.000212,-0.000106
2,2,0.000425,0.000212,-0.000212
2,3,0.000637,0.000212,-0.000319
2,4,0.000850,0.000212,-0.000425
2,5,0.001062,0.000212,-0.000531
2,6,0.001274,0.000212,-0.000637
2,7,0.001487,0.000212,-0.000743
2,8,0.001699,0.000212,-0.000850
2,9,0.001911,0.000212,-0.000956
2,10,0.002124,0.000212,-0.001062
2,11,0.002336,0.000212,-0.001168
2,12,0.002548,0.000212,-0.001274
2,13,0.002759,0.000211,-0.001380
2,14,0.002970,0.000211,-0.001486
2,15,0.003181,0.000210,-0.001591
2,16,0.003391,0.000210,-0.001696
2,17,0.003601,0.000209,-0.001801
2,18,0.003809,0.000208,-0.001905
2,19,0.004016,0.000207,-0.002009
2,20,0.004222,0.000205,-0.002112
2,21,0.004427,0.000204,-0.002215
2,22,0.004630,0.000202,-0.002317
2,23,0.004831,0.000200,-0.002417
2,24,0.005029,0.000197,-0.002517
2,25,0.005225,0.000194,-0.002615
2,26,0.005418,0.000191,-0.002712
2,27,0.005608,0.000188,-0.002807
2,28,0.005794,0.000184,-0.002900
2,29,0.005976,0.000180,-0.002991
2,30,0.006153,0.000175,-0.003080
2,31,0.006326,0.000170,-0.003167
2,32,0.006493,0.000165,-0.003251
2,33,0.006655,0.000159,-0.003332
2,34,0.006811,0.000152,-0.003411
2,35,0.006960,0.000145,-0.003485
2,36,0.007102,0.000138,-0.003557
2,37,0.007236,0.000130,-0.003624
2,38,0.007362,0.000122,-0.003688
2,39,0.007480,0.000114,-0.003747
2,40,0.007590,0.000105,-0.003802
2,41,0.007690,0.000095,-0.003852
2,42,0.007780,0.000085,-0.003898
2,43,0.007861,0.000075,-0.003938
2,44,0.007931,0.000065,-0.003974
2,45,0.007990,0.000054,-0.004003
2,46,0.008039,0.000043,-0.004028
2,47,0.008077,0.000032,-0.004047
2,48,0.008104,0.000021,-0.004061
2,49,0.008119,0.000010,-0.004068
2,50,0.008123,-0.000002,-0.004070
2,51,0.008116,-0.000013,-0.004067
2,52,0.008097,-0.000024,-0.004057
2,53,0.008067,-0.000036,-0.004042
2,54,0.008026,-0.000047,-0.004022
2,55,0.007974,-0.000058,-0.003995
2,56,0.007911,-0.000068,-0.003964
2,57,0.007837,-0.000079,-0.003927
2,58,0.007753,-0.000089,-0.003884
2,59,0.007660,-0.000099,-0.003837
2,60,0.007556,-0.000108,-0.003785
2,61,0.007444,-0.000117,-0.003729
2,62,0.007322,-0.000126,-0.003668
2,63,0.007192,-0.000134,-0.003602
2,64,0.007054,-0.000142,-0.003533
2,65,0.006909,-0.000149,-0.003460
2,66,0.006756,-0.000156,-0.003383
2,67,0.006597,-0.000162,-0.003303
2,68,0.006431,-0.000168,-0.003220
2,69,0.006260,-0.000174,-0.003134
2,70,0.006083,-0.000179,-0.003046
2,71,0.005902,-0.000184,-0.002955
2,72,0.005716,-0.000188,-0.002861
2,73,0.005526,-0.000192,-0.002766
2,74,0.005332,-0.000195,-0.002669
2,75,0.005135,-0.000199,-0.002570
2,76,0.004935,-0.000201,-0.002470
2,77,0.004732,-0.000204,-0.002368
2,78,0.004527,-0.000206,-0.002265
2,79,0.004320,-0.000208,-0.002161
2,80,0.004110,-0.000210,-0.002057
2,81,0.003900,-0.000211,-0.001951
2,82,0.003688,-0.000213,-0.001845
2,83,0.003474,-0.000214,-0.001738
2,84,0.003260,-0.000215,-0.001631
2,85,0.003045,-0.000215,-0.001523
2,86,0.002829,-0.000216,-0.001415
2,87,0.002613,-0.000217,-0.001307
2,88,0.002396,-0.000217,-0.001199
2,89,0.002179,-0.000217,-0.001090
2,90,0.001962,-0.000218,-0.000981
2,91,0.001744,-0.000218,-0.000872
2,92,0.001526,-0.000218,-0.000763
2,93,0.001309,-0.000218,-0.000654
2,94,0.001091,-0.000218,-0.000545
2,95,0.000872,-0.000218,-0.000436
2,96,0.000654,-0.000218,-0.000327
2,97,0.000436,-0.000218,-0.000218
2,98,0.000218,-0.000218,-0.000109
2,99,0.000000,0.000000,-0.000000
3,0,0.000000,0.000000,-0.000000
3,1,0.000319,0.000319,-0.000106
3,2,0.000637,0.000319,-0.000212
3,3,0.000956,0.000319,-0.000319
3,4,0.001274,0.000319,-0.000425
3,5,0.001593,0.000319,-0.000531
3,6,0.001912,0.000319,-0.000637
3,7,0.002230,0.000319,-0.000744
3,8,0.002549,0.000319,-0.000850
3,9,0.002867,0.000318,-0.000956
3,10,0.003186,0.000318,-0.001062
3,11,0.003504,0.000318,-0.001169
3,12,0.003822,0.000318,-0.001275
3,13,0.004139,0.000317,-0.001381
3,14,0.004456,0.000317,-0.001486
3,15,0.004773,0.000316,-0.001592
3,16,0.005088,0.000315,-0.001697
3,17,0.005402,0.000314,-0.001802
3,18,0.005715,0.000312,-0.001907
3,19,0.006026,0.000310,-0.002011
3,20,0.006336,0.000308,-0.002115
3,21,0.006643,0.000306,-0.002217
3,22,0.006947,0.000303,-0.002319
3,23,0.007249,0.000300,-0.002420
3,24,0.007547,0.000296,-0.002520
3,25,0.007841,0.000292,-0.002619
3,26,0.008131,0.000287,-0.002716
3,27,0.008416,0.000282,-0.002812
3,28,0.008696,0.000277,-0.002905
3,29,0.008969,0.000270,-0.002997
3,30,0.009236,0.000263,-0.003087
3,31,0.009496,0.000256,-0.003174
3,32,0.009748,0.000247,-0.003259
3,33,0.009991,0.000239,-0.003341
3,34,0.010225,0.000229,-0.003419
3,35,0.010449,0.000219,-0.003495
3,36,0.010662,0.000208,-0.003566
3,37,0.010864,0.000196,-0.003635
3,38,0.011055,0.000184,-0.003699
3,39,0.011232,0.000171,-0.003758
3,40,0.011396,0.000157,-0.003814
3,41,0.011547,0.000143,-0.003865
3,42,0.011683,0.000129,-0.003911
3,43,0.011804,0.000113,-0.003951
3,44,0.011910,0.000098,-0.003987
3,45,0.011999,0.000082,-0.004017
3,46,0.012073,0.000065,-0.004042
3,47,0.012130,0.000049,-0.004062
3,48,0.012170,0.000032,-0.004075
3,49,0.012193,0.000015,-0.004083
3,50,0.012199,-0.000002,-0.004085
3,51,0.012188,-0.000020,-0.004081
3,52,0.012160,-0.000037,-0.004072
3,53,0.012115,-0.000054,-0.004057
3,54,0.012053,-0.000070,-0.004036
3,55,0.011975,-0.000087,-0.004009
3,56,0.011880,-0.000103,-0.003977
3,57,0.011769,-0.000118,-0.003940
3,58,0.011643,-0.000134,-0.003897
3,59,0.011502,-0.000148,-0.003850
3,60,0.011346,-0.000163,-0.003797
3,61,0.011177,-0.000176,-0.003740
3,62,0.010994,-0.000189,-0.003679
3,63,0.010799,-0.000201,-0.003613
3,64,0.010591,-0.000213,-0.003543
3,65,0.010372,-0.000224,-0.003469
3,66,0.010143,-0.000234,-0.003392
3,67,0.009903,-0.000244,-0.003311
3,68,0.009655,-0.000253,-0.003228
3,69,0.009397,-0.000261,-0.003141
3,70,0.009132,-0.000269,-0.003052
3,71,0.008859,-0.000276,-0.002960
3,72,0.008579,-0.000283,-0.002867
3,73,0.008294,-0.000288,-0.002771
3,74,0.008003,-0.000294,-0.002673
3,75,0.007706,-0.000298,-0.002574
3,76,0.007406,-0.000303,-0.002473
3,77,0.007101,-0.000306,-0.002371
3,78,0.006793,-0.000310,-0.002268
3,79,0.006482,-0.000313,-0.002164
3,80,0.006168,-0.000315,-0.002059
3,81,0.005851,-0.000317,-0.001953
3,82,0.005533,-0.000319,-0.001846
3,83,0.005213,-0.000321,-0.001739
3,84,0.004891,-0.000322,-0.001632
3,85,0.004569,-0.000323,-0.001524
3,86,0.004245,-0.000324,-0.001416
3,87,0.003920,-0.000325,-0.001308
3,88,0.003595,-0.000326,-0.001199
3,89,0.003269,-0.000326,-0.001090
3,90,0.002943,-0.000326,-0.000982
3,91,0.002617,-0.000327,-0.000873
3,92,0.002290,-0.000327,-0.000764
3,93,0.001963,-0.000327,-0.000655
3,94,0.001636,-0.000327,-0.000545
3,95,0.001309,-0.000327,-0.000436
3,96,0.000982,-0.000327,-0.000327
3,97,0.000654,-0.000327,-0.000218
3,98,0.000327,-0.000327,-0.000109
3,99,0.000000,0.000000,-0.000000
4,0,0.000000,0.000000,-0.000000
4,1,0.000425,0.000425,-0.000106
4,2,0.000850,0.000425,-0.000212
4,3,0.001274,0.000425,-0.000319
4,4,0.001699,0.000425,-0.000425
4,5,0.002124,0.000425,-0.000531
4,6,0.002549,0.000425,-0.000637
4,7,0.002974,0.000425,-0.000744
4,8,0.003399,0.000425,-0.000850
4,9,0.003824,0.000425,-0.000956
4,10,0.004248,0.000425,-0.001063
4,11,0.004673,0.000424,-0.001169
4,12,0.005097,0.000424,-0.001275
4,13,0.005520,0.000423,-0.001381
4,14,0.005943,0.000422,-0.001487
4,15,0.006365,0.000421,-0.001593
4,16,0.006786,0.000420,-0.001699
4,17,0.007205,0.000419,-0.001804
4,18,0.007623,0.000417,-0.001909
4,19,0.008039,0.000414,-0.002014
4,20,0.008452,0.000412,-0.002118
4,21,0.008862,0.000408,-0.002221
4,22,0.009268,0.000405,-0.002323
4,23,0.009671,0.000401,-0.002425
4,24,0.010069,0.000396,-0.002525
4,25,0.010463,0.000390,-0.002624
4,26,0.010850,0.000384,-0.002722
4,27,0.011231,0.000377,-0.002818
4,28,0.011604,0.000370,-0.002913
4,29,0.011970,0.000361,-0.003005
4,30,0.012327,0.000352,-0.003096
4,31,0.012674,0.000342,-0.003184
4,32,0.013011,0.000331,-0.003269
4,33,0.013336,0.000319,-0.003352
4,34,0.013649,0.000306,-0.003431
4,35,0.013949,0.000293,-0.003507
4,36,0.014234,0.000278,-0.003580
4,37,0.014505,0.000263,-0.003649
4,38,0.014760,0.000246,-0.003714
4,39,0.014997,0.000229,-0.003774
4,40,0.015217,0.000211,-0.003831
4,41,0.015419,0.000192,-0.003882
4,42,0.015601,0.000172,-0.003929
4,43,0.015763,0.000152,-0.003970
4,44,0.015905,0.000131,-0.004006
4,45,0.016025,0.000109,-0.004037
4,46,0.016124,0.000087,-0.004062
4,47,0.016200,0.000065,-0.004082
4,48,0.016254,0.000042,-0.004096
4,49,0.016285,0.000020,-0.004103
4,50,0.016293,-0.000003,-0.004106
4,51,0.016279,-0.000026,-0.004102
4,52,0.016241,-0.000049,-0.004092
4,53,0.016180,-0.000072,-0.004077
4,54,0.016097,-0.000094,-0.004056
4,55,0.015992,-0.000116,-0.004029
4,56,0.015865,-0.000138,-0.003996
4,57,0.015717,-0.000159,-0.003958
4,58,0.015548,-0.000179,-0.003915
4,59,0.015359,-0.000199,-0.003867
4,60,0.015151,-0.000218,-0.003814
4,61,0.014924,-0.000236,-0.003756
4,62,0.014679,-0.000253,-0.003694
4,63,0.014418,-0.000270,-0.003627
4,64,0.014140,-0.000285,-0.003557
4,65,0.013847,-0.000300,-0.003482
4,66,0.013540,-0.000314,-0.003404
4,67,0.013220,-0.000327,-0.003323
4,68,0.012887,-0.000339,-0.003238
4,69,0.012543,-0.000350,-0.003151
4,70,0.012188,-0.000360,-0.003061
4,71,0.011823,-0.000369,-0.002969
4,72,0.011449,-0.000378,-0.002874
4,73,0.011068,-0.000385,-0.002778
4,74,0.010678,-0.000392,-0.002679
4,75,0.010283,-0.000399,-0.002579
4,76,0.009881,-0.000404,-0.002478
4,77,0.009474,-0.000409,-0.002376
4,78,0.009063,-0.000414,-0.002272
4,79,0.008647,-0.000417,-0.002167
4,80,0.008228,-0.000421,-0.002062
4,81,0.007806,-0.000424,-0.001956
4,82,0.007380,-0.000426,-0.001849
4,83,0.006953,-0.000428,-0.001741
4,84,0.006524,-0.000430,-0.001634
4,85,0.006094,-0.000431,-0.001526
4,86,0.005661,-0.000433,-0.001417
4,87,0.005228,-0.000433,-0.001309
4,88,0.004794,-0.000434,-0.001200
4,89,0.004360,-0.000435,-0.001091
4,90,0.003925,-0.000435,-0.000982
4,91,0.003489,-0.000436,-0.000873
4,92,0.003054,-0.000436,-0.000764
4,93,0.002618,-0.000436,-0.000655
4,94,0.002181,-0.000436,-0.000546
4,95,0.001745,-0.000436,-0.000437
4,96,0.001309,-0.000436,-0.000327
4,97,0.000873,-0.000436,-0.000218
4,98,0.000436,-0.000436,-0.000109
4,99,0.000000,0.000000,-0.000000
5,0,0.000000,0.000000,-0.000000
5,1,0.000531,0.000531,-0.000106
5,2,0.001062,0.000531,-0.000212
5,3,0.001593,0.000531,-0.000319
5,4,0.002124,0.000531,-0.000425
5,5,0.002655,0.000531,-0.000531
5,6,0.003186,0.000531,-0.000638
5,7,0.003718,0.000531,-0.000744
5,8,0.004249,0.000531,-0.000850
5,9,0.004780,0.000531,-0.000957
5,10,0.005311,0.000531,-0.001063
5,11,0.005842,0.000531,-0.001170
5,12,0.006372,0.000530,-0.001276
5,13,0.006902,0.000529,-0.001382
5,14,0.007431,0.000528,-0.001489
5,15,0.007959,0.000527,-0.001595
5,16,0.008486,0.000526,-0.001701
5,17,0.009011,0.000524,-0.001807
5,18,0.009533,0.000521,-0.001912
5,19,0.010053,0.000519,-0.002017
5,20,0.010571,0.000515,-0.002121
5,21,0.011084,0.000511,-0.002225
5,22,0.011594,0.000507,-0.002328
5,23,0.012098,0.000502,-0.002430
5,24,0.012597,0.000496,-0.002531
5,25,0.013090,0.000489,-0.002631
5,26,0.013576,0.000482,-0.002730
5,27,0.014053,0.000473,-0.002827
5,28,0.014522,0.000464,-0.002922
5,29,0.014980,0.000453,-0.003016
5,30,0.015428,0.000442,-0.003107
5,31,0.015863,0.000429,-0.003196
5,32,0.016286,0.000415,-0.003283
5,33,0.016694,0.000401,-0.003366
5,34,0.017087,0.000385,-0.003447
5,35,0.017464,0.000368,-0.003524
5,36,0.017823,0.000349,-0.003598
5,37,0.018162,0.000330,-0.003668
5,38,0.018482,0.000309,-0.003733
5,39,0.018781,0.000288,-0.003795
5,40,0.019058,0.000265,-0.003852
5,41,0.019311,0.000241,-0.003904
5,42,0.019540,0.000217,-0.003952
5,43,0.019744,0.000191,-0.003994
5,44,0.019922,0.000165,-0.004031
5,45,0.020073,0.000138,-0.004062
5,46,0.020197,0.000110,-0.004088
5,47,0.020293,0.000082,-0.004108
5,48,0.020361,0.000053,-0.004122
5,49,0.020400,0.000025,-0.004130
5,50,0.020411,-0.000004,-0.004132
5,51,0.020392,-0.000033,-0.004128
5,52,0.020345,-0.000062,-0.004119
5,53,0.020269,-0.000090,-0.004103
5,54,0.020165,-0.000118,-0.004081
5,55,0.020032,-0.000146,-0.004054
5,56,0.019873,-0.000173,-0.004021
5,57,0.019686,-0.000199,-0.003983
5,58,0.019474,-0.000225,-0.003939
5,59,0.019236,-0.000250,-0.003890
5,60,0.018974,-0.000274,-0.003836
5,61,0.018689,-0.000296,-0.003777
5,62,0.018382,-0.000318,-0.003714
5,63,0.018053,-0.000339,-0.003646
5,64,0.017704,-0.000358,-0.003574
5,65,0.017337,-0.000377,-0.003499
5,66,0.016951,-0.000394,-0.003420
5,67,0.016549,-0.000410,-0.003337
5,68,0.016131,-0.000425,-0.003252
5,69,0.015699,-0.000439,-0.003164
5,70,0.015254,-0.000451,-0.003073
5,71,0.014796,-0.000463,-0.002979
5,72,0.014328,-0.000474,-0.002884
5,73,0.013849,-0.000483,-0.002786
5,74,0.013361,-0.000492,-0.002687
5,75,0.012865,-0.000500,-0.002587
5,76,0.012362,-0.000507,-0.002485
5,77,0.011852,-0.000513,-0.002381
5,78,0.011337,-0.000518,-0.002277
5,79,0.010816,-0.000523,-0.002172
5,80,0.010291,-0.000527,-0.002066
5,81,0.009762,-0.000530,-0.001959
5,82,0.009231,-0.000533,-0.001852
5,83,0.008696,-0.000536,-0.001744
5,84,0.008159,-0.000538,-0.001636
5,85,0.007620,-0.000540,-0.001527
5,86,0.007079,-0.000541,-0.001419
5,87,0.006538,-0.000542,-0.001310
5,88,0.005995,-0.000543,-0.001201
5,89,0.005451,-0.000544,-0.001092
5,90,0.004907,-0.000544,-0.000983
5,91,0.004362,-0.000545,-0.000873
5,92,0.003818,-0.000545,-0.000764
5,93,0.003272,-0.000545,-0.000655
5,94,0.002727,-0.000545,-0.000546
5,95,0.002182,-0.000545,-0.000437
5,96,0.001636,-0.000545,-0.000327
5,97,0.001091,-0.000545,-0.000218
5,98,0.000545,-0.000545,-0.000109
5,99,0.000000,0.000000,-0.000000
6,0,0.000000,0.000000,-0.000000
6,1,0.000637,0.000637,-0.000106
6,2,0.001274,0.000637,-0.000212
6,3,0.001912,0.000637,-0.000319
6,4,0.002549,0.000637,-0.000425
6,5,0.003186,0.000638,-0.000531
6,6,0.003824,0.000638,-0.000638
6,7,0.004462,0.000638,-0.000744
6,8,0.005099,0.000638,-0.000851
6,9,0.005737,0.000638,-0.000957
6,10,0.006375,0.000637,-0.001064
6,11,0.007012,0.000637,-0.001170
6,12,0.007649,0.000637,-0.001277
6,13,0.008285,0.000636,-0.001384
6,14,0.008921,0.000635,-0.001490
6,15,0.009555,0.000633,-0.001597
6,16,0.010188,0.000632,-0.001703
6,17,0.010818,0.000630,-0.001809
6,18,0.011447,0.000627,-0.001915
6,19,0.012072,0.000624,-0.002021
6,20,0.012694,0.000620,-0.002126
6,21,0.013312,0.000615,-0.002230
6,22,0.013924,0.000610,-0.002334
6,23,0.014532,0.000604,-0.002437
6,24,0.015132,0.000597,-0.002539
6,25,0.015725,0.000589,-0.002640
6,26,0.016310,0.000580,-0.002739
6,27,0.016885,0.000570,-0.002837
6,28,0.017449,0.000559,-0.002934
6,29,0.018002,0.000546,-0.003029
6,30,0.018541,0.000532,-0.003121
6,31,0.019067,0.000517,-0.003211
6,32,0.019576,0.000501,-0.003299
6,33,0.020069,0.000483,-0.003384
6,34,0.020543,0.000464,-0.003466
6,35,0.020997,0.000444,-0.003544
6,36,0.021430,0.000422,-0.003619
6,37,0.021840,0.000398,-0.003690
6,38,0.022227,0.000374,-0.003758
6,39,0.022588,0.000348,-0.003820
6,40,0.022922,0.000320,-0.003879
6,41,0.023228,0.000292,-0.003932
6,42,0.023505,0.000262,-0.003980
6,43,0.023751,0.000231,-0.004023
6,44,0.023966,0.000199,-0.004061
6,45,0.024150,0.000166,-0.004093
6,46,0.024299,0.000133,-0.004120
6,47,0.024416,0.000099,-0.004140
6,48,0.024498,0.000065,-0.004154
6,49,0.024545,0.000030,-0.004163
6,50,0.024558,-0.000005,-0.004165
6,51,0.024536,-0.000040,-0.004161
6,52,0.024478,-0.000075,-0.004151
6,53,0.024386,-0.000109,-0.004135
6,54,0.024260,-0.000143,-0.004113
6,55,0.024100,-0.000176,-0.004085
6,56,0.023907,-0.000209,-0.004051
6,57,0.023682,-0.000241,-0.004012
6,58,0.023425,-0.000272,-0.003967
6,59,0.023139,-0.000302,-0.003917
6,60,0.022822,-0.000330,-0.003862
6,61,0.022478,-0.000358,-0.003802
6,62,0.022106,-0.000384,-0.003738
6,63,0.021710,-0.000409,-0.003669
6,64,0.021288,-0.000432,-0.003596
6,65,0.020845,-0.000454,-0.003519
6,66,0.020379,-0.000475,-0.003439
6,67,0.019894,-0.000494,-0.003355
6,68,0.019390,-0.000512,-0.003268
6,69,0.018870,-0.000529,-0.003179
6,70,0.018333,-0.000544,-0.003087
6,71,0.017782,-0.000558,-0.002992
6,72,0.017217,-0.000571,-0.002896
6,73,0.016641,-0.000582,-0.002797
6,74,0.016053,-0.000592,-0.002697
6,75,0.015456,-0.000601,-0.002595
6,76,0.014850,-0.000610,-0.002492
6,77,0.014237,-0.000617,-0.002388
6,78,0.013616,-0.000623,-0.002283
6,79,0.012990,-0.000629,-0.002177
6,80,0.012359,-0.000634,-0.002070
6,81,0.011723,-0.000638,-0.001963
6,82,0.011084,-0.000641,-0.001855
6,83,0.010441,-0.000644,-0.001747
6,84,0.009796,-0.000646,-0.001638
6,85,0.009148,-0.000648,-0.001529
6,86,0.008499,-0.000650,-0.001420
6,87,0.007848,-0.000651,-0.001311
6,88,0.007196,-0.000652,-0.001202
6,89,0.006543,-0.000653,-0.001093
