r,phi,E_mag
7.6811,0.006599,0.001297
7.6811,0.006630,0.001330
7.6811,0.006630,0.001330
7.6811,0.006604,0.001296
7.6811,0.006597,0.001297
7.6811,0.006630,0.001330
7.6811,0.006592,0.001297
7.6811,0.006637,0.001328
7.6811,0.006627,0.001330
7.6811,0.006599,0.001297
7.6811,0.006635,0.001329
7.6811,0.006636,0.001328
7.6811,0.006628,0.001330
7.6811,0.006627,0.001330
7.6811,0.006628,0.001330
7.6811,0.006636,0.001328
7.6811,0.006597,0.001297
7.6811,0.006637,0.001328
7.6811,0.006635,0.001329
7.6811,0.006638,0.001328
7.6811,0.006592,0.001297
7.6811,0.006630,0.001330
7.6811,0.006628,0.001330
7.6811,0.006635,0.001329
7.6811,0.006628,0.001330
7.6811,0.006637,0.001328
7.6811,0.006627,0.001330
7.6811,0.006601,0.001296
7.6811,0.006595,0.001297
7.6811,0.006637,0.001328
7.6811,0.006599,0.001297
7.6811,0.006638,0.001328
7.6811,0.006599,0.001297
7.6811,0.006595,0.001297
7.6811,0.006636,0.001328
7.6811,0.006604,0.001296
7.6811,0.006628,0.001330
7.6811,0.006630,0.001330
7.8102,0.006435,0.001258
7.8102,0.006447,0.001267
7.8102,0.006446,0.001267
7.8102,0.006441,0.001268
7.8102,0.006441,0.001268
7.8102,0.006440,0.001258
7.8102,0.006447,0.001267
7.8102,0.006431,0.001259
7.8102,0.006437,0.001258
7.8102,0.006446,0.001267
7.8102,0.006452,0.001266
7.8102,0.006447,0.001267
7.8102,0.006452,0.001266
7.8102,0.006437,0.001258
7.8102,0.006440,0.001258
7.8102,0.006434,0.001259
7.8102,0.006437,0.001258
7.8102,0.006431,0.001259
7.8102,0.006434,0.001259
7.8102,0.006437,0.001258
7.8102,0.006440,0.001258
7.8102,0.006431,0.001259
7.8102,0.006441,0.001258
7.8102,0.006441,0.001258
7.8102,0.006446,0.001267
7.8102,0.006446,0.001267
7.8102,0.006435,0.001258
7.8102,0.006434,0.001259
7.8102,0.006437,0.001258
7.8102,0.006437,0.001258
7.8102,0.006452,0.001266
7.8102,0.006437,0.001258
7.8102,0.006443,0.001257
7.8102,0.006443,0.001257
7.8102,0.006452,0.001266
7.8102,0.006447,0.001267
7.8102,0.006441,0.001268
7.8102,0.006443,0.001257
7.8102,0.006435,0.001258
7.8102,0.006434,0.001259
7.8102,0.006440,0.001258
7.8102,0.006441,0.001258
7.8102,0.006440,0.001258
7.8102,0.006434,0.001259
7.8102,0.006452,0.001266
7.8102,0.006435,0.001258
7.8102,0.006431,0.001259
7.8102,0.006434,0.001259
7.8102,0.006446,0.001267
7.8102,0.006440,0.001258
7.8102,0.006452,0.001266
7.8102,0.006443,0.001257
7.8102,0.006435,0.001258
7.8102,0.006441,0.001258
7.8102,0.006447,0.001267
7.8102,0.006435,0.001258
7.8102,0.006443,0.001257
7.8102,0.006441,0.001268
7.8102,0.006437,0.001258
7.8102,0.006441,0.001258
7.8102,0.006437,0.001258
7.8102,0.006437,0.001258
7.8102,0.006443,0.001257
7.8102,0.006441,0.001268
7.8102,0.006441,0.001258
7.8102,0.006431,0.001259
7.8102,0.006446,0.001267
7.8102,0.006431,0.001259
7.8102,0.006437,0.001258
7.8102,0.006441,0.001268
7.8102,0.006447,0.001267
7.8102,0.006437,0.001258
7.8740,0.006361,0.001245
7.8740,0.006360,0.001245
7.8740,0.006360,0.001245
7.8740,0.006385,0.001255
7.8740,0.006383,0.001255
7.8740,0.006366,0.001244
7.8740,0.006383,0.001255
7.8740,0.006366,0.001244
7.8740,0.006373,0.001257
7.8740,0.006375,0.001256
7.8740,0.006360,0.001245
7.8740,0.006365,0.001244
7.8740,0.006366,0.001244
7.8740,0.006366,0.001244
7.8740,0.006365,0.001244
7.8740,0.006376,0.001256
7.8740,0.006385,0.001255
7.8740,0.006383,0.001255
7.8740,0.006365,0.001244
7.8740,0.006385,0.001255
7.8740,0.006367,0.001244
7.8740,0.006381,0.001255
7.8740,0.006385,0.001255
7.8740,0.006366,0.001244
7.8740,0.006371,0.001243
7.8740,0.006366,0.001244
7.8740,0.006371,0.001243
7.8740,0.006377,0.001256
7.8740,0.006377,0.001256
7.8740,0.006371,0.001243
7.8740,0.006372,0.001243
7.8740,0.006383,0.001255
7.8740,0.006367,0.001244
7.8740,0.006383,0.001255
7.8740,0.006385,0.001255
7.8740,0.006372,0.001243
7.8740,0.006383,0.001255
7.8740,0.006371,0.001243
7.8740,0.006366,0.001244
7.8740,0.006376,0.001256
7.8740,0.006373,0.001257
7.8740,0.006373,0.001257
7.8740,0.006376,0.001256
7.8740,0.006383,0.001255
7.8740,0.006372,0.001243
7.8740,0.006371,0.001243
7.8740,0.006372,0.001243
7.8740,0.006383,0.001255
7.8740,0.006376,0.001256
7.8740,0.006376,0.001256
7.8740,0.006377,0.001256
7.8740,0.006375,0.001256
7.8740,0.006381,0.001255
7.8740,0.006361,0.001245
7.8740,0.006385,0.001255
7.8740,0.006367,0.001244
7.8740,0.006371,0.001243
7.8740,0.006381,0.001255
7.8740,0.006375,0.001256
7.8740,0.006381,0.001255
7.8740,0.006366,0.001244
7.8740,0.006383,0.001255
7.8740,0.006383,0.001255
7.8740,0.006381,0.001255
7.8740,0.006383,0.001255
7.8740,0.006367,0.001244
7.8740,0.006375,0.001256
7.8740,0.006375,0.001256
7.8740,0.006365,0.001244
7.8740,0.006377,0.001256
7.8740,0.006361,0.001245
7.8740,0.006366,0.001244
7.8740,0.006377,0.001256
7.8740,0.006373,0.001257
7.8740,0.006373,0.001257
7.8740,0.006373,0.001257
7.8740,0.006381,0.001255
7.8740,0.006360,0.001245
7.8740,0.006365,0.001244
7.8740,0.006366,0.001244
7.8740,0.006375,0.001256
7.8740,0.006360,0.001245
7.8740,0.006372,0.001243
7.8740,0.006367,0.001244
7.8740,0.006361,0.001245
7.8740,0.006377,0.001256
7.8740,0.006361,0.001245
7.8740,0.006365,0.001244
7.8740,0.006376,0.001256
7.8740,0.006383,0.001255
7.8740,0.006361,0.001245
7.8740,0.006360,0.001245
7.8740,0.006366,0.001244
7.8740,0.006366,0.001244
7.8740,0.006372,0.001243
7.8740,0.006367,0.001244
8.0000,0.006264,0.001249
8.0000,0.006264,0.001249
8.0000,0.006254,0.001251
8.0000,0.006254,0.001251
8.0000,0.006264,0.001249
8.0000,0.006254,0.001251
8.0623,0.006173,0.001227
8.0623,0.006125,0.001182
8.0623,0.006173,0.001227
8.0623,0.006144,0.001196
8.0623,0.006173,0.001227
8.0623,0.006131,0.001181
8.0623,0.006151,0.001194
8.0623,0.006132,0.001181
8.0623,0.006183,0.001225
8.0623,0.006131,0.001181
8.0623,0.006144,0.001196
8.0623,0.006141,0.001196
8.0623,0.006129,0.001181
8.0623,0.006137,0.001180
8.0623,0.006148,0.001195
8.0623,0.006135,0.001180
8.0623,0.006132,0.001181
8.0623,0.006182,0.001225
8.0623,0.006141,0.001196
8.0623,0.006173,0.001227
8.0623,0.006141,0.001196
8.0623,0.006144,0.001196
8.0623,0.006144,0.001196
8.0623,0.006131,0.001181
8.0623,0.006151,0.001194
8.0623,0.006125,0.001182
8.0623,0.006132,0.001181
8.0623,0.006135,0.001180
8.0623,0.006151,0.001194
8.0623,0.006131,0.001181
8.0623,0.006132,0.001181
8.0623,0.006131,0.001181
8.0623,0.006173,0.001227
8.0623,0.006135,0.001180
8.0623,0.006125,0.001182
8.0623,0.006126,0.001182
8.0623,0.006126,0.001182
8.0623,0.006131,0.001181
8.0623,0.006129,0.001181
8.0623,0.006131,0.001181
8.0623,0.006126,0.001182
8.0623,0.006148,0.001195
8.0623,0.006135,0.001180
8.0623,0.006126,0.001182
8.0623,0.006141,0.001196
8.0623,0.006137,0.001180
8.0623,0.006129,0.001181
8.0623,0.006182,0.001225
8.0623,0.006125,0.001182
8.0623,0.006125,0.001182
8.0623,0.006132,0.001181
8.0623,0.006173,0.001227
8.0623,0.006173,0.001227
8.0623,0.006148,0.001195
8.0623,0.006182,0.001225
8.0623,0.006126,0.001182
8.0623,0.006151,0.001194
8.0623,0.006135,0.001180
8.0623,0.006137,0.001180
8.0623,0.006183,0.001225
8.0623,0.006148,0.001195
8.0623,0.006182,0.001225
8.0623,0.006183,0.001225
8.0623,0.006183,0.001225
8.0623,0.006132,0.001181
8.0623,0.006125,0.001182
8.0623,0.006148,0.001195
8.0623,0.006141,0.001196
8.0623,0.006131,0.001181
8.0623,0.006137,0.001180
8.0623,0.006137,0.001180
8.0623,0.006173,0.001227
8.0623,0.006131,0.001181
8.0623,0.006182,0.001225
8.0623,0.006151,0.001194
8.0623,0.006182,0.001225
8.0623,0.006144,0.001196
8.0623,0.006144,0.001196
8.0623,0.006131,0.001181
8.0623,0.006183,0.001225
8.0623,0.006148,0.001195
8.0623,0.006129,0.001181
8.0623,0.006173,0.001227
8.0623,0.006173,0.001227
8.0623,0.006151,0.001194
8.0623,0.006173,0.001227
8.0623,0.006135,0.001180
8.0623,0.006141,0.001196
8.0623,0.006131,0.001181
8.0623,0.006131,0.001181
8.0623,0.006137,0.001180
8.0623,0.006173,0.001227
8.0623,0.006183,0.001225
8.0623,0.006129,0.001181
8.0623,0.006126,0.001182
8.0623,0.006129,0.001181
8.1240,0.006052,0.001153
8.1240,0.006079,0.001174
8.1240,0.006048,0.001154
8.1240,0.006071,0.001175
8.1240,0.006079,0.001174
8.1240,0.006078,0.001174
8.1240,0.006108,0.001202
8.1240,0.006079,0.001174
8.1240,0.006047,0.001154
8.1240,0.006075,0.001174
8.1240,0.006070,0.001175
8.1240,0.006097,0.001204
8.1240,0.006078,0.001174
8.1240,0.006075,0.001174
8.1240,0.006107,0.001202
8.1240,0.006067,0.001175
8.1240,0.006098,0.001204
8.1240,0.006056,0.001153
8.1240,0.006070,0.001175
8.1240,0.006051,0.001153
8.1240,0.006108,0.001202
8.1240,0.006071,0.001175
8.1240,0.006070,0.001175
8.1240,0.006067,0.001175
8.1240,0.006099,0.001204
8.1240,0.006052,0.001153
8.1240,0.006067,0.001175
8.1240,0.006067,0.001175
8.1240,0.006051,0.001153
8.1240,0.006051,0.001153
8.1240,0.006098,0.001204
8.1240,0.006099,0.001204
8.1240,0.006048,0.001154
8.1240,0.006068,0.001175
8.1240,0.006107,0.001202
8.1240,0.006070,0.001175
8.1240,0.006051,0.001153
8.1240,0.006078,0.001174
8.1240,0.006071,0.001175
8.1240,0.006056,0.001153
8.1240,0.006075,0.001174
8.1240,0.006051,0.001153
8.1240,0.006075,0.001174
8.1240,0.006075,0.001174
8.1240,0.006068,0.001175
8.1240,0.006067,0.001175
8.1240,0.006068,0.001175
8.1240,0.006075,0.001174
8.1240,0.006052,0.001153
8.1240,0.006075,0.001174
8.1240,0.006047,0.001154
8.1240,0.006070,0.001175
8.1240,0.006097,0.001204
8.1240,0.006075,0.001174
8.1240,0.006108,0.001202
8.1240,0.006108,0.001202
8.1240,0.006108,0.001202
8.1240,0.006068,0.001175
8.1240,0.006051,0.001153
8.1240,0.006048,0.001154
8.1240,0.006098,0.001204
8.1240,0.006108,0.001202
8.1240,0.006070,0.001175
8.1240,0.006048,0.001154
8.1240,0.006067,0.001175
8.1240,0.006098,0.001204
8.1240,0.006097,0.001204
8.1240,0.006048,0.001154
8.1240,0.006099,0.001204
8.1240,0.006071,0.001175
8.1240,0.006078,0.001174
8.1240,0.006043,0.001154
8.1240,0.006098,0.001204
8.1240,0.006056,0.001153
8.1240,0.006075,0.001174
8.1240,0.006075,0.001174
8.1240,0.006108,0.001202
8.1240,0.006048,0.001154
8.1240,0.006107,0.001202
8.1240,0.006078,0.001174
8.1240,0.006043,0.001154
8.1240,0.006071,0.001175
8.1240,0.006078,0.001174
8.1240,0.006047,0.001154
8.1240,0.006079,0.001174
8.1240,0.006108,0.001202
8.1240,0.006068,0.001175
8.1240,0.006075,0.001174
8.1240,0.006098,0.001204
8.1240,0.006079,0.001174
8.1240,0.006068,0.001175
8.1240,0.006079,0.001174
8.1240,0.006071,0.001175
8.1240,0.006043,0.001154
8.1240,0.006075,0.001174
8.1240,0.006108,0.001202
8.1854,0.005997,0.001152
8.1854,0.005992,0.001153
8.1854,0.005992,0.001153
8.1854,0.005997,0.001152
8.1854,0.005989,0.001153
8.1854,0.006002,0.001152
8.1854,0.005994,0.001153
8.1854,0.006002,0.001152
8.1854,0.005997,0.001152
8.1854,0.005999,0.001152
8.1854,0.005992,0.001153
8.1854,0.005999,0.001152
8.1854,0.006002,0.001152
8.1854,0.005989,0.001153
8.1854,0.005992,0.001153
8.1854,0.005999,0.001152
8.1854,0.005992,0.001153
8.1854,0.005994,0.001153
8.1854,0.005999,0.001152
8.1854,0.005992,0.001153
8.1854,0.005999,0.001152
8.1854,0.005994,0.001153
8.1854,0.005999,0.001152
8.1854,0.005989,0.001153
8.2462,0.005950,0.001162
8.2462,0.005913,0.001122
8.2462,0.005959,0.001160
8.2462,0.005916,0.001121
8.2462,0.005910,0.001122
8.2462,0.005910,0.001122
8.2462,0.005961,0.001160
8.2462,0.005910,0.001122
8.2462,0.005959,0.001160
8.2462,0.005950,0.001162
8.2462,0.005916,0.001121
8.2462,0.005913,0.001122
8.2462,0.005961,0.001160
8.2462,0.005951,0.001162
8.2462,0.005919,0.001121
8.2462,0.005910,0.001122
8.2462,0.005961,0.001160
8.2462,0.005913,0.001122
8.2462,0.005951,0.001162
8.2462,0.005913,0.001122
8.2462,0.005950,0.001162
8.2462,0.005913,0.001122
8.2462,0.005919,0.001121
8.2462,0.005951,0.001162
8.2462,0.005951,0.001162
8.2462,0.005950,0.001162
8.2462,0.005916,0.001121
8.2462,0.005959,0.001160
8.2462,0.005916,0.001121
8.2462,0.005950,0.001162
8.2462,0.005959,0.001160
8.2462,0.005919,0.001121
8.2462,0.005961,0.001160
8.2462,0.005916,0.001121
8.2462,0.005959,0.001160
8.2462,0.005910,0.001122
8.2462,0.005961,0.001160
8.2462,0.005951,0.001162
8.2462,0.005907,0.001123
8.2462,0.005951,0.001162
8.2462,0.005916,0.001121
8.2462,0.005961,0.001160
8.2462,0.005950,0.001162
8.2462,0.005959,0.001160
8.2462,0.005907,0.001123
8.2462,0.005907,0.001123
8.2462,0.005913,0.001122
8.2462,0.005910,0.001122
8.3066,0.005879,0.001142
8.3066,0.005862,0.001117
8.3066,0.005879,0.001142
8.3066,0.005860,0.001117
8.3066,0.005877,0.001142
8.3066,0.005877,0.001142
8.3066,0.005888,0.001140
8.3066,0.005878,0.001142
8.3066,0.005856,0.001118
8.3066,0.005877,0.001142
8.3066,0.005879,0.001142
8.3066,0.005887,0.001140
8.3066,0.005886,0.001140
8.3066,0.005851,0.001118
8.3066,0.005862,0.001117
8.3066,0.005876,0.001142
8.3066,0.005887,0.001140
8.3066,0.005856,0.001118
8.3066,0.005876,0.001142
8.3066,0.005879,0.001142
8.3066,0.005854,0.001118
8.3066,0.005853,0.001118
8.3066,0.005853,0.001118
8.3066,0.005862,0.001117
8.3066,0.005856,0.001118
8.3066,0.005876,0.001142
8.3066,0.005860,0.001117
8.3066,0.005877,0.001142
8.3066,0.005878,0.001142
8.3066,0.005888,0.001140
8.3066,0.005854,0.001118
8.3066,0.005854,0.001118
8.3066,0.005877,0.001142
8.3066,0.005853,0.001118
8.3066,0.005854,0.001118
8.3066,0.005878,0.001142
8.3066,0.005887,0.001140
8.3066,0.005859,0.001117
8.3066,0.005878,0.001142
8.3066,0.005856,0.001118
8.3066,0.005863,0.001117
8.3066,0.005853,0.001118
8.3066,0.005887,0.001140
8.3066,0.005888,0.001140
8.3066,0.005876,0.001142
8.3066,0.005851,0.001118
8.3066,0.005878,0.001142
8.3066,0.005863,0.001117
8.3066,0.005862,0.001117
8.3066,0.005860,0.001117
8.3066,0.005886,0.001140
8.3066,0.005887,0.001140
8.3066,0.005859,0.001117
8.3066,0.005856,0.001118
8.3066,0.005862,0.001117
8.3066,0.005860,0.001117
8.3066,0.005851,0.001118
8.3066,0.005851,0.001118
8.3066,0.005859,0.001117
8.3066,0.005856,0.001118
8.3066,0.005859,0.001117
8.3066,0.005877,0.001142
8.3066,0.005859,0.001117
8.3066,0.005887,0.001140
8.3066,0.005860,0.001117
8.3066,0.005853,0.001118
8.3066,0.005863,0.001117
8.3066,0.005854,0.001118
8.3066,0.005887,0.001140
8.3066,0.005859,0.001117
8.3066,0.005863,0.001117
8.3066,0.005879,0.001142
8.3066,0.005863,0.001117
8.3066,0.005887,0.001140
8.3066,0.005851,0.001118
8.3066,0.005860,0.001117
8.3066,0.005854,0.001118
8.3066,0.005887,0.001140
8.3066,0.005862,0.001117
8.3066,0.005876,0.001142
8.3066,0.005886,0.001140
8.3066,0.005876,0.001142
8.3066,0.005888,0.001140
8.3066,0.005851,0.001118
8.3066,0.005887,0.001140
8.3066,0.005887,0.001140
8.3066,0.005887,0.001140
8.3066,0.005888,0.001140
8.3066,0.005879,0.001142
8.3066,0.005888,0.001140
8.3066,0.005878,0.001142
8.3066,0.005886,0.001140
8.3066,0.005886,0.001140
8.3066,0.005853,0.001118
8.3066,0.005886,0.001140
8.3066,0.005863,0.001117
8.3666,0.005779,0.001090
8.3666,0.005774,0.001091
8.3666,0.005780,0.001090
8.3666,0.005774,0.001091
8.3666,0.005782,0.001090
8.3666,0.005787,0.001089
8.3666,0.005781,0.001090
8.3666,0.005782,0.001090
8.3666,0.005781,0.001090
8.3666,0.005777,0.001091
8.3666,0.005774,0.001091
8.3666,0.005779,0.001090
8.3666,0.005784,0.001090
8.3666,0.005780,0.001090
8.3666,0.005779,0.001090
8.3666,0.005780,0.001090
8.3666,0.005782,0.001090
8.3666,0.005777,0.001091
8.3666,0.005779,0.001090
8.3666,0.005782,0.001090
8.3666,0.005787,0.001089
8.3666,0.005774,0.001091
8.3666,0.005780,0.001090
8.3666,0.005777,0.001091
8.3666,0.005784,0.001090
8.3666,0.005787,0.001089
8.3666,0.005782,0.001090
8.3666,0.005782,0.001090
8.3666,0.005780,0.001090
8.3666,0.005784,0.001090
8.3666,0.005777,0.001091
8.3666,0.005787,0.001089
8.3666,0.005781,0.001090
8.3666,0.005787,0.001089
8.3666,0.005777,0.001091
8.3666,0.005774,0.001091
8.3666,0.005780,0.001090
8.3666,0.005779,0.001090
8.3666,0.005781,0.001090
8.3666,0.005774,0.001091
8.3666,0.005777,0.001091
8.3666,0.005784,0.001090
8.3666,0.005784,0.001090
8.3666,0.005784,0.001090
8.3666,0.005781,0.001090
8.3666,0.005781,0.001090
8.3666,0.005787,0.001089
8.3666,0.005779,0.001090
8.4853,0.005675,0.001086
8.4853,0.005677,0.001086
8.4853,0.005684,0.001085
8.4853,0.005675,0.001086
8.4853,0.005678,0.001086
8.4853,0.005686,0.001085
8.4853,0.005677,0.001086
8.4853,0.005684,0.001085
8.4853,0.005686,0.001085
8.4853,0.005678,0.001086
8.4853,0.005687,0.001084
8.4853,0.005677,0.001086
8.4853,0.005684,0.001085
8.4853,0.005660,0.001066
8.4853,0.005677,0.001086
8.4853,0.005654,0.001067
8.4853,0.005687,0.001084
8.4853,0.005677,0.001086
8.4853,0.005660,0.001066
8.4853,0.005654,0.001067
8.4853,0.005666,0.001065
8.4853,0.005686,0.001085
8.4853,0.005686,0.001085
8.4853,0.005678,0.001086
8.4853,0.005666,0.001065
8.4853,0.005666,0.001065
8.4853,0.005686,0.001085
8.4853,0.005660,0.001066
8.4853,0.005660,0.001066
8.4853,0.005686,0.001085
8.4853,0.005660,0.001066
8.4853,0.005660,0.001066
8.4853,0.005677,0.001086
8.4853,0.005687,0.001084
8.4853,0.005654,0.001067
8.4853,0.005675,0.001086
8.5440,0.005612,0.001070
8.5440,0.005595,0.001050
8.5440,0.005610,0.001070
8.5440,0.005601,0.001049
8.5440,0.005610,0.001070
8.5440,0.005622,0.001068
8.5440,0.005610,0.001070
8.5440,0.005589,0.001051
8.5440,0.005601,0.001049
8.5440,0.005622,0.001068
8.5440,0.005619,0.001069
8.5440,0.005595,0.001050
8.5440,0.005601,0.001049
8.5440,0.005600,0.001049
8.5440,0.005589,0.001051
8.5440,0.005622,0.001068
8.5440,0.005612,0.001070
8.5440,0.005595,0.001050
8.5440,0.005612,0.001070
8.5440,0.005622,0.001068
8.5440,0.005595,0.001050
8.5440,0.005600,0.001049
8.5440,0.005610,0.001070
8.5440,0.005600,0.001049
8.5440,0.005594,0.001050
8.5440,0.005595,0.001050
8.5440,0.005594,0.001050
8.5440,0.005594,0.001050
8.5440,0.005595,0.001050
8.5440,0.005594,0.001050
8.5440,0.005612,0.001070
8.5440,0.005589,0.001051
8.5440,0.005612,0.001070
8.5440,0.005610,0.001070
8.5440,0.005594,0.001050
8.5440,0.005589,0.001051
8.5440,0.005594,0.001050
8.5440,0.005622,0.001068
8.5440,0.005619,0.001069
8.5440,0.005589,0.001051
8.5440,0.005622,0.001068
8.5440,0.005612,0.001070
8.5440,0.005589,0.001051
8.5440,0.005619,0.001069
8.5440,0.005619,0.001069
8.5440,0.005619,0.001069
8.5440,0.005619,0.001069
8.5440,0.005610,0.001070
8.6023,0.005539,0.001034
8.6023,0.005558,0.001052
8.6023,0.005548,0.001053
8.6023,0.005531,0.001035
8.6023,0.005561,0.001052
8.6023,0.005531,0.001035
8.6023,0.005551,0.001053
8.6023,0.005558,0.001052
8.6023,0.005534,0.001035
8.6023,0.005531,0.001035
8.6023,0.005536,0.001035
8.6023,0.005536,0.001035
8.6023,0.005536,0.001035
8.6023,0.005551,0.001053
8.6023,0.005546,0.001038
8.6023,0.005542,0.001034
8.6023,0.005541,0.001039
8.6023,0.005546,0.001038
8.6023,0.005542,0.001034
8.6023,0.005534,0.001035
8.6023,0.005529,0.001036
8.6023,0.005558,0.001052
8.6023,0.005549,0.001053
8.6023,0.005534,0.001035
8.6023,0.005548,0.001053
8.6023,0.005560,0.001052
8.6023,0.005531,0.001035
8.6023,0.005538,0.001040
8.6023,0.005532,0.001035
8.6023,0.005541,0.001039
8.6023,0.005551,0.001053
8.6023,0.005532,0.001035
8.6023,0.005542,0.001034
8.6023,0.005534,0.001035
8.6023,0.005551,0.001053
8.6023,0.005551,0.001053
8.6023,0.005560,0.001052
8.6023,0.005542,0.001034
8.6023,0.005561,0.001052
8.6023,0.005534,0.001040
8.6023,0.005551,0.001053
8.6023,0.005539,0.001034
8.6023,0.005548,0.001053
8.6023,0.005532,0.001035
8.6023,0.005534,0.001040
8.6023,0.005531,0.001035
8.6023,0.005560,0.001052
8.6023,0.005536,0.001035
8.6023,0.005549,0.001053
8.6023,0.005551,0.001053
8.6023,0.005539,0.001034
8.6023,0.005539,0.001034
8.6023,0.005529,0.001036
8.6023,0.005558,0.001052
8.6023,0.005532,0.001035
8.6023,0.005529,0.001036
8.6023,0.005546,0.001038
8.6023,0.005549,0.001053
8.6023,0.005538,0.001040
8.6023,0.005534,0.001040
8.6023,0.005539,0.001034
8.6023,0.005541,0.001039
8.6023,0.005558,0.001052
8.6023,0.005551,0.001053
8.6023,0.005551,0.001053
8.6023,0.005549,0.001053
8.6023,0.005548,0.001053
8.6023,0.005534,0.001040
8.6023,0.005558,0.001052
8.6023,0.005539,0.001034
8.6023,0.005539,0.001034
8.6023,0.005548,0.001053
8.6023,0.005560,0.001052
8.6023,0.005536,0.001035
8.6023,0.005529,0.001036
8.6023,0.005529,0.001036
8.6023,0.005539,0.001034
8.6023,0.005541,0.001039
8.6023,0.005549,0.001053
8.6023,0.005558,0.001052
8.6023,0.005561,0.001052
8.6023,0.005534,0.001035
8.6023,0.005538,0.001040
8.6023,0.005558,0.001052
8.6023,0.005529,0.001036
8.6023,0.005536,0.001035
8.6023,0.005546,0.001038
8.6023,0.005539,0.001034
8.6023,0.005551,0.001053
8.6023,0.005546,0.001038
8.6023,0.005542,0.001034
8.6023,0.005534,0.001035
8.6023,0.005549,0.001053
8.6023,0.005558,0.001052
8.6023,0.005546,0.001038
8.6023,0.005542,0.001034
8.6023,0.005532,0.001035
8.6023,0.005558,0.001052
8.6023,0.005541,0.001039
8.6023,0.005532,0.001035
8.6023,0.005560,0.001052
8.6023,0.005539,0.001034
8.6023,0.005538,0.001040
8.6023,0.005534,0.001040
8.6023,0.005539,0.001034
8.6023,0.005548,0.001053
8.6023,0.005561,0.001052
8.6023,0.005561,0.001052
8.6023,0.005551,0.001053
8.6023,0.005538,0.001040
8.6023,0.005541,0.001039
8.6023,0.005558,0.001052
8.6023,0.005538,0.001040
8.6023,0.005551,0.001053
8.6023,0.005534,0.001040
8.6023,0.005558,0.001052
8.6023,0.005561,0.001052
8.6023,0.005539,0.001034
8.6023,0.005560,0.001052
8.6023,0.005531,0.001035
8.6603,0.005483,0.001023
8.6603,0.005472,0.001025
8.6603,0.005471,0.001025
8.6603,0.005479,0.001023
8.6603,0.005483,0.001023
8.6603,0.005483,0.001023
8.6603,0.005483,0.001023
8.6603,0.005478,0.001023
8.6603,0.005478,0.001023
8.6603,0.005472,0.001025
8.6603,0.005476,0.001024
8.6603,0.005478,0.001023
8.6603,0.005471,0.001025
8.6603,0.005483,0.001023
8.6603,0.005483,0.001023
8.6603,0.005471,0.001025
8.6603,0.005479,0.001023
8.6603,0.005479,0.001023
8.6603,0.005483,0.001023
8.6603,0.005475,0.001024
8.6603,0.005483,0.001023
8.6603,0.005471,0.001025
8.6603,0.005471,0.001025
8.6603,0.005469,0.001010
8.6603,0.005476,0.001024
8.6603,0.005483,0.001023
8.6603,0.005465,0.001010
8.6603,0.005456,0.001011
8.6603,0.005460,0.001011
8.6603,0.005478,0.001023
8.6603,0.005475,0.001024
8.6603,0.005465,0.001010
8.6603,0.005483,0.001023
8.6603,0.005475,0.001024
8.6603,0.005460,0.001011
8.6603,0.005472,0.001025
8.6603,0.005471,0.001025
8.6603,0.005483,0.001023
8.6603,0.005476,0.001024
8.6603,0.005475,0.001024
8.6603,0.005472,0.001025
8.6603,0.005475,0.001024
8.6603,0.005476,0.001024
8.6603,0.005472,0.001025
8.6603,0.005472,0.001025
8.6603,0.005460,0.001011
8.6603,0.005479,0.001023
8.6603,0.005478,0.001023
8.6603,0.005475,0.001024
8.6603,0.005479,0.001023
8.6603,0.005479,0.001023
8.6603,0.005478,0.001023
8.6603,0.005483,0.001023
8.6603,0.005476,0.001024
8.6603,0.005476,0.001024
8.6603,0.005465,0.001010
8.7178,0.005419,0.001004
8.7178,0.005414,0.001004
8.7178,0.005414,0.001004
8.7178,0.005414,0.001004
8.7178,0.005419,0.001004
8.7178,0.005408,0.001005
8.7178,0.005414,0.001004
8.7178,0.005415,0.001004
8.7178,0.005408,0.001005
8.7178,0.005421,0.001003
8.7178,0.005415,0.001004
8.7178,0.005415,0.001004
8.7178,0.005421,0.001003
8.7178,0.005415,0.001004
8.7178,0.005414,0.001004
8.7178,0.005421,0.001003
8.7178,0.005415,0.001004
8.7178,0.005409,0.001005
8.7178,0.005419,0.001004
8.7178,0.005409,0.001005
8.7178,0.005409,0.001005
8.7178,0.005415,0.001004
8.7178,0.005414,0.001004
8.7178,0.005408,0.001005
8.7750,0.005353,0.000985
8.7750,0.005367,0.001006
8.7750,0.005369,0.001006
8.7750,0.005377,0.001005
8.7750,0.005343,0.000986
8.7750,0.005367,0.001006
8.7750,0.005367,0.001006
8.7750,0.005376,0.001005
8.7750,0.005376,0.001005
8.7750,0.005378,0.001005
8.7750,0.005369,0.001006
8.7750,0.005377,0.001005
8.7750,0.005376,0.001005
8.7750,0.005350,0.000985
8.7750,0.005353,0.000985
8.7750,0.005346,0.000986
8.7750,0.005365,0.001007
8.7750,0.005346,0.000986
8.7750,0.005348,0.000985
8.7750,0.005347,0.000986
8.7750,0.005352,0.000985
8.7750,0.005350,0.000985
8.7750,0.005365,0.001007
8.7750,0.005350,0.000985
8.7750,0.005365,0.001007
8.7750,0.005367,0.001006
8.7750,0.005365,0.001007
8.7750,0.005348,0.000985
